B01|451,454,456,450,448,449,449,449,449,448,449,450,450,443,442,436,435,434
B02|653,652,651,645,645,645,644,643,633,627,618,616,613,587,584,577,573,569
B03|623,623,622,623,624,625,625,624,635,648,662,664,666,715,722,713,717,721
B04|540,538,538,537,537,536,535,536,535,535,527,526,518,517,515,528,527,531
B05|648,649,650,650,650,642,638,631,630,628,605,603,597,594,591,582,561,550
B06|651,652,653,653,653,662,673,685,688,691,734,741,735,740,744,695,690,703
B07|557,556,554,553,553,552,551,544,542,534,532,531,542,540,543,542,541,567
B08|549,549,546,543,539,538,538,522,521,517,514,512,506,491,483,479,476,497
B09|617,617,624,632,642,645,648,681,688,684,689,694,656,653,664,667,669,715
B10|408,409,409,410,407,407,404,404,404,412,412,415,416,417,436,445,455,465
B11|627,624,623,623,609,608,604,602,600,593,578,569,565,562,585,610,619,630
B12|603,607,608,609,630,633,630,633,635,607,604,611,611,612,644,648,651,655
B13|399,397,397,395,395,395,401,401,403,404,405,420,428,436,445,448,481,497
B14|571,564,564,563,563,563,560,549,544,542,541,561,584,594,605,607,646,643
B15|614,627,630,627,629,630,608,605,609,608,608,633,636,638,640,641,650,655
B16|378,380,385,387,391,393,396,410,418,427,437,442,473,486,488,490,491,493
B17|536,535,532,524,519,517,515,530,548,556,565,566,599,596,603,606,578,564
B18|646,646,632,629,630,628,626,642,643,644,644,644,649,652,656,656,685,696
B19|443,444,444,443,452,457,463,469,471,495,508,518,522,517,517,514,517,520
B20|451,449,449,449,462,477,485,494,498,527,527,535,540,519,509,494,496,498
B21|738,741,741,740,759,762,765,768,770,778,784,791,794,830,846,863,869,875
B22|371,377,381,385,390,392,409,419,427,432,430,431,430,434,437,460,461,461
B23|446,455,466,473,481,484,508,509,516,521,503,495,482,484,486,475,484,499
B24|785,798,801,804,807,809,817,822,829,832,864,879,896,902,908,915,921,928
B25|430,429,427,436,440,443,444,440,438,435,434,434,448,457,470,471,473,498
B26|632,630,629,642,638,640,640,623,612,598,595,592,578,581,589,586,584,625
