B01|436,436,438,447,445,441,437,435,441,435,431,427,424,429,423,421,418,416
B02|660,654,653,664,658,652,647,643,650,640,630,622,614,619,610,604,598,597
B03|642,635,633,641,636,639,647,655,674,677,688,701,708,724,722,723,726,723
B04|436,442,447,459,459,458,458,457,465,461,461,461,463,473,474,475,479,478
B05|558,556,554,562,556,548,541,536,541,533,527,519,514,517,509,504,499,494
B06|622,632,642,660,665,680,694,703,721,720,718,716,710,716,707,701,694,694
B07|449,446,452,448,447,446,446,455,455,460,467,473,489,496,498,504,518,518
B08|619,615,623,616,609,600,593,597,587,586,591,599,621,633,638,649,669,669
B09|611,610,620,614,610,608,601,606,598,597,597,603,621,621,622,628,638,638
B10|391,401,417,421,431,442,452,470,480,490,501,519,519,519,522,530,524,525
B11|539,537,546,542,543,549,558,580,592,602,616,636,632,626,626,633,627,627
B12|644,641,650,644,643,644,650,669,670,673,678,690,690,693,693,706,704,704
B13|367,374,385,390,397,406,420,420,419,419,423,416,415,416,415,423,423,423
B14|458,469,486,492,501,514,531,528,524,519,519,508,497,487,482,486,482,482
B15|790,789,802,795,795,799,811,809,811,815,832,831,832,836,834,847,839,839
B16|541,533,511,494,482,477,463,455,451,451,460,460,467,477,484,495,494,497
B17|581,589,579,570,562,560,547,534,522,516,521,517,520,525,530,542,541,545
B18|1005,1000,982,970,964,975,965,960,959,953,964,953,944,939,934,947,937,931
B19|451,448,452,456,461,475,478,489,503,512,530,534,536,539,537,545,538,533
B20|512,504,497,493,487,491,486,489,493,498,511,512,511,513,510,516,510,505
B21|888,881,876,874,873,887,880,875,872,870,883,874,871,868,868,881,875,873
B22|701,684,671,660,667,659,650,645,635,636,622,609,599,593,593,587,582,577
B23|376,378,380,380,390,390,389,389,386,391,387,381,375,371,371,367,363,356
B24|1078,1064,1057,1049,1061,1048,1041,1036,1034,1050,1042,1036,1032,1027,1034,1028,1024,1020
B25|723,712,705,699,706,696,686,677,673,675,670,669,669,683,679,678,681,680
B26|428,417,410,405,407,400,392,385,380,378,374,372,371,380,379,381,385,385
B27|1106,1103,1100,1099,1116,1109,1103,1100,1096,1104,1101,1101,1101,1123,1117,1117,1120,1120
B28|762,748,737,727,725,716,711,709,721,715,713,714,713,711,711,710,709,709
B29|636,613,594,578,570,559,551,546,556,552,552,557,555,553,552,551,550,549
B30|1142,1132,1126,1121,1128,1125,1124,1123,1145,1139,1137,1141,1140,1140,1140,1140,1139,1139
