B27|975,963,957,934,934,935,934,959,964,968,966,968,953,957,964,964,967,945
B28|392,398,401,402,387,385,382,383,385,400,407,416,416,417,439,448,449,451
B29|556,556,570,575,547,542,528,530,533,519,525,536,536,538,564,570,569,571
B30|936,946,955,960,992,1003,1010,1011,1011,998,1000,1001,1003,1005,992,996,997,1000
B31|388,381,385,387,392,397,416,426,437,439,442,454,456,458,460,461,456,458
B32|393,382,385,380,386,392,385,392,402,404,407,429,434,434,437,439,419,424
B33|880,910,920,928,930,934,923,928,936,937,941,920,930,927,933,936,931,931
B34|484,479,475,489,494,501,498,498,501,502,501,501,502,495,496,497,498,499
B35|436,434,433,418,421,428,426,427,447,450,448,450,451,429,433,437,443,444
B36|1049,1041,1037,1017,1018,1022,1020,1021,996,1005,1000,1005,1008,1001,1001,1006,1009,1011
B37|649,646,648,639,634,660,670,667,665,664,634,639,635,637,638,624,623,621
B38|371,374,381,379,380,398,402,400,402,403,383,387,391,396,397,375,370,369
B39|982,987,994,995,998,977,987,983,990,993,987,988,993,997,1000,982,983,989
B40|819,807,837,846,847,845,842,793,797,792,794,795,776,774,772,774,765,785
B41|280,283,298,302,302,304,306,291,295,298,302,303,286,283,282,283,291,298
B42|1164,1162,1132,1140,1133,1137,1139,1130,1129,1135,1138,1140,1119,1121,1127,1130,1138,1144
B43|720,733,741,747,710,720,720,726,730,715,716,716,719,712,733,745,746,747
B44|452,445,442,439,415,418,419,423,423,399,394,394,395,402,412,419,420,419
B45|1095,1093,1102,1107,1102,1103,1111,1115,1119,1100,1102,1109,1112,1121,1127,1128,1133,1133
B46|751,758,756,760,763,746,746,745,748,740,761,773,774,775,775,775,775,776
B47|517,517,517,520,518,488,479,476,477,488,500,509,509,508,508,508,507,507
B48|1135,1134,1139,1142,1145,1123,1124,1131,1134,1142,1148,1148,1153,1153,1153,1153,1153,1153
B49|806,803,781,777,772,772,761,781,791,790,789,788,787,787,786,785,785,784
B50|673,668,627,614,609,608,622,636,646,645,644,643,642,642,641,641,640,640
B51|1148,1147,1123,1122,1126,1127,1134,1138,1138,1141,1140,1140,1139,1139,1138,1138,1138,1137
