B01|396,405,408,408,402,405,407,408,418,417,418,418,417,421,418,411,410,408
B02|697,683,674,672,666,663,658,652,651,638,625,622,617,604,599,593,590,586
B03|682,671,662,678,674,670,664,657,686,696,707,703,697,742,735,731,727,722
B04|377,386,392,407,409,413,416,418,423,422,417,417,416,439,436,438,438,436
B05|524,527,528,531,524,516,517,516,507,505,501,500,498,504,488,481,480,477
B06|624,621,618,647,657,670,668,664,720,715,710,707,703,670,659,666,663,659
B07|447,444,446,442,433,431,429,451,446,448,446,444,474,477,489,486,518
B08|607,605,590,587,581,578,576,583,562,554,553,550,590,612,627,623,672
B09|644,635,685,678,662,657,651,622,611,615,611,607,650,646,642,638,659
B10|344,351,376,379,385,387,389,421,428,441,441,454,452,452,451,460,457
B11|541,537,541,518,509,507,503,542,565,580,576,621,613,613,611,593,574
B12|654,647,623,612,615,612,607,648,645,641,636,657,654,655,652,688,691
B13|332,335,363,369,381,381,409,408,409,409,417,415,414,413,412,421,419
B14|459,456,495,519,523,521,532,527,525,523,531,527,508,505,502,500,504
B15|803,796,853,847,841,835,862,858,858,853,903,906,902,898,892,911,903
B16|638,665,654,644,628,618,599,581,571,561,589,591,599,593,587,597,590,586
B17|549,597,590,594,594,581,565,549,548,545,547,549,558,556,553,602,599,594
B18|1103,1125,1109,1101,1088,1142,1138,1138,1127,1114,1133,1120,1111,1103,1094,1116,1105,1098
B19|458,454,449,449,448,475,480,489,487,485,534,530,528,526,523,535,530,528
B20|537,518,500,496,491,491,491,497,494,490,532,529,524,522,518,507,505,502
B21|915,917,923,919,913,932,925,922,918,913,934,927,923,920,914,935,928,924
B22|870,852,821,794,864,853,840,822,805,791,779,759,751,741,731,724,719,712
B23|397,401,397,392,429,426,420,417,413,401,400,397,395,392,380,377,375,373
B24|1140,1128,1117,1105,1126,1114,1106,1098,1088,1110,1099,1093,1087,1079,1093,1088,1083,1075
B25|730,735,730,723,715,709,700,697,693,690,687,684,680,695,706,718,715
B26|471,459,450,441,428,423,417,412,406,394,390,386,383,400,402,405,403
B27|1121,1115,1108,1100,1123,1112,1107,1103,1096,1112,1107,1103,1096,1121,1112,1108,1103
B28|837,815,804,793,785,778,769,760,774,782,794,789
B29|750,725,706,688,658,645,633,622,646,646,648,641
B30|1187,1176,1166,1155,1168,1161,1154,1144,1168,1157,1151,1145
