B01|441,456,454,419,423,434,437,435,405,409,416,417,415,393,403,397,396,394
B02|670,677,670,626,643,658,660,655,610,613,612,612,608,558,577,574,574,571
B03|628,638,635,627,649,667,670,666,681,728,762,762,758,777,789,801,806,802
B04|452,455,453,422,428,435,437,435,411,422,415,415,413,422,424,438,443,441
B05|560,565,563,526,530,530,531,529,485,502,500,500,498,477,464,468,469,467
B06|651,651,646,659,703,734,733,729,764,776,781,786,782,691,699,728,728,724
B07|462,459,433,444,436,435,433,443,444,458,463,461,473,499,510,529,527,537
B08|632,631,576,598,596,598,596,571,555,560,561,559,589,640,653,678,675,692
B09|635,629,660,671,664,666,661,588,595,618,617,614,645,662,663,677,674,652
B10|422,419,429,430,444,449,447,460,486,496,516,513,494,500,505,505,477,484
B11|564,557,528,506,505,504,499,527,573,583,606,602,615,620,641,643,572,565
B12|661,657,588,596,618,618,614,642,659,661,674,671,649,665,680,681,699,721
B13|367,367,378,400,410,427,426,435,441,445,446,422,428,434,435,433,431,439
B14|473,469,499,547,556,563,559,531,538,553,554,526,537,517,517,514,481,498
B15|784,783,827,852,857,877,875,849,873,894,896,924,954,963,962,958,925,945
B16|518,536,557,572,571,527,531,529,530,527,551,576,606,605,602,580,597,605
B17|561,578,582,607,611,549,545,530,532,530,500,516,539,538,536,571,588,592
B18|974,949,979,1007,1014,1046,1084,1117,1120,1119,1081,1106,1130,1130,1125,1076,1107,1116
B19|451,453,452,452,449,467,488,511,511,509,542,558,565,567,564,535,548,559
B20|502,496,480,479,476,448,462,481,479,477,507,521,525,526,524,476,491,502
B21|900,925,946,944,939,906,926,946,946,942,900,925,932,937,932,908,922,940
B22|682,711,708,703,762,800,819,822,818,748,768,769,773,768,737,745,742,738
B23|381,396,393,389,416,427,428,428,425,384,395,404,409,407,372,370,369,367
B24|1075,1097,1096,1090,1042,1071,1079,1086,1082,1055,1071,1092,1094,1089,1062,1077,1084,1078
B25|722,747,753,751,684,705,710,715,713,689,697,695,692,670,709,738,737,737
B26|415,417,417,414,376,387,395,400,397,365,363,362,360,367,386,402,402,402
B27|1115,1123,1130,1124,1095,1112,1134,1137,1132,1105,1121,1127,1121,1110,1134,1149,1153,1153
B28|755,755,757,750,721,728,724,719,697,738,768,768,767,767,767,766,766,766
B29|613,626,634,631,580,577,575,573,587,619,646,645,645,645,644,644,644,644
B30|1156,1174,1174,1165,1134,1148,1153,1145,1133,1156,1171,1174,1174,1173,1173,1172,1172,1172
