B01|425,430,431,429,429,431,431,429,426,427,428,428,425,420,418,416,415,415
B02|698,690,679,669,666,664,660,652,639,628,621,617,607,590,584,583,582,581
B03|627,628,627,628,634,639,642,646,660,684,704,711,725,753,768,763,759,759
B04|437,436,433,430,430,430,428,423,416,411,406,402,402,407,412,414,415,415
B05|538,542,542,539,538,536,532,523,508,500,497,495,492,487,485,486,486,486
B06|664,656,649,648,656,664,667,679,704,720,719,714,696,664,651,656,658,658
B07|460,456,452,451,449,446,445,447,451,453,454,458,470,485,497,509,525,537
B08|628,622,612,607,603,596,587,573,558,545,538,541,560,589,608,621,647,687
B09|653,648,648,651,651,650,640,620,612,614,614,620,635,647,650,650,652,657
B10|418,412,409,408,408,406,407,414,427,438,444,448,451,451,449,447,449,450
B11|557,555,550,546,542,539,542,559,588,611,630,650,662,666,656,632,613,598
B12|663,656,644,638,636,631,631,638,645,647,647,649,655,660,666,680,697,709
B13|344,348,355,365,374,385,400,415,425,430,433,434,432,431,431,434,437,439
B14|472,472,479,495,511,521,530,542,554,561,560,550,538,533,527,520,524,534
B15|764,769,778,791,800,806,815,829,842,857,882,907,920,923,920,918,921,924
B16|535,539,549,558,562,564,569,574,578,588,607,630,647,653,657,666,673,675
B17|543,552,563,572,573,567,560,554,550,544,537,543,553,556,565,585,599,599
B18|1030,1018,1016,1014,1012,1019,1035,1047,1050,1048,1043,1042,1039,1036,1031,1027,1030,1032
B19|473,470,464,458,454,455,461,467,469,480,504,520,522,520,515,508,506,503
B20|525,523,517,510,502,494,493,495,494,498,514,524,524,523,515,501,498,500
B21|961,953,942,928,914,901,895,890,882,872,863,859,855,851,846,843,845,847
B22|687,683,680,684,702,724,742,755,757,752,752,754,753,749,739,733,732,731
B23|372,376,378,383,394,405,412,418,417,412,413,417,419,415,405,399,399,398
B24|1110,1101,1092,1082,1073,1072,1071,1066,1059,1053,1054,1055,1052,1051,1051,1050,1049,1048
B25|747,743,738,729,718,712,706,699,691,679,671,667,663,664,678,693,697,696
B26|409,412,415,415,412,414,418,419,417,410,408,411,416,424,435,441,443,443
B27|1151,1142,1134,1123,1113,1111,1110,1104,1100,1096,1092,1088,1081,1076,1079,1080,1081,1081
B28|793,782,772,763,753,744,738,730,727,740,753,756,754,753,752,751,751,750
B29|652,643,634,624,611,601,594,591,596,607,616,617,616,616,615,614,613,612
B30|1195,1185,1177,1170,1166,1161,1157,1151,1146,1148,1150,1149,1147,1147,1146,1145,1145,1144
