B01|448,450,449,445,441,440,441,442,442,442,443,443,442,440,437,435,434,434
B02|656,656,651,648,646,647,647,644,639,632,628,625,619,612,605,604,603,603
B03|629,630,631,633,636,638,638,643,651,664,672,677,690,703,713,711,707,707
B04|534,533,532,532,532,532,532,532,532,530,527,523,521,519,522,526,530,530
B05|644,645,647,647,644,639,632,628,626,619,612,605,604,603,601,596,589,584
B06|646,646,647,647,651,659,671,679,682,695,708,718,715,712,698,684,672,671
B07|549,549,549,549,549,550,548,545,541,539,537,541,544,549,550,551,557,560
B08|555,549,542,533,528,525,517,511,503,502,500,499,493,487,482,480,486,488
B09|618,621,628,639,646,649,661,673,681,679,675,663,650,638,639,641,650,655
B10|400,401,401,400,399,395,394,393,396,398,402,402,403,408,414,422,428,430
B11|627,622,617,607,598,588,585,583,580,573,565,558,556,562,575,591,602,605
B12|599,600,603,613,623,630,628,625,615,603,594,595,596,604,612,620,621,621
B13|410,409,405,403,401,404,406,410,410,411,416,422,430,436,439,449,459,467
B14|610,615,613,619,623,626,623,618,614,614,625,643,664,679,686,701,710,720
B15|606,610,617,615,613,604,594,586,586,588,595,602,610,610,611,613,615,617
B16|402,405,407,410,410,411,415,422,430,436,439,448,459,471,474,474,471,468
B17|549,552,550,545,541,542,552,569,589,603,610,624,633,643,643,636,625,615
B18|656,646,635,626,627,629,636,644,653,653,654,656,658,662,664,671,681,689
B19|448,449,451,456,464,473,479,483,493,504,517,522,522,519,513,511,509,509
B20|446,447,446,455,470,487,500,506,518,526,534,534,528,517,502,494,490,490
B21|743,744,747,757,768,779,780,781,784,787,792,794,805,817,831,837,840,840
B22|374,378,384,389,392,399,408,418,421,421,418,414,413,411,416,422,432,436
B23|440,451,466,478,483,494,502,510,510,505,496,483,476,473,470,469,471,474
B24|773,776,784,784,783,784,786,789,790,799,809,822,827,830,829,829,829,829
B25|408,409,416,424,434,438,438,436,433,431,430,434,441,450,456,459,472,478
B26|600,601,610,617,625,624,619,609,596,588,585,582,581,582,587,590,599,604
B27|975,963,957,934,934,935,934,959,964,968,966,968,953,957,964,964,967,945
B28|392,398,401,402,387,385,382,383,385,400,407,416,416,417,439,448,449,451
B29|556,556,570,575,547,542,528,530,533,519,525,536,536,538,564,570,569,571
B30|936,946,955,960,992,1003,1010,1011,1011,998,1000,1001,1003,1005,992,996,997,1000
B31|388,381,385,387,392,397,416,426,437,439,442,454,456,458,460,461,456,458
B32|393,382,385,380,386,392,385,392,402,404,407,429,434,434,437,439,419,424
B33|880,910,920,928,930,934,923,928,936,937,941,920,930,927,933,936,931,931
B34|484,479,475,489,494,501,498,498,501,502,501,501,502,495,496,497,498,499
B35|436,434,433,418,421,428,426,427,447,450,448,450,451,429,433,437,443,444
B36|1049,1041,1037,1017,1018,1022,1020,1021,996,1005,1000,1005,1008,1001,1001,1006,1009,1011
B37|649,646,648,639,634,660,670,667,665,664,634,639,635,637,638,624,623,621
B38|371,374,381,379,380,398,402,400,402,403,383,387,391,396,397,375,370,369
B39|982,987,994,995,998,977,987,983,990,993,987,988,993,997,1000,982,983,989
B40|819,807,837,846,847,845,842,793,797,792,794,795,776,774,772,774,765,785
B41|280,283,298,302,302,304,306,291,295,298,302,303,286,283,282,283,291,298
B42|1164,1162,1132,1140,1133,1137,1139,1130,1129,1135,1138,1140,1119,1121,1127,1130,1138,1144
B43|720,733,741,747,710,720,720,726,730,715,716,716,719,712,733,745,746,747
B44|452,445,442,439,415,418,419,423,423,399,394,394,395,402,412,419,420,419
B45|1095,1093,1102,1107,1102,1103,1111,1115,1119,1100,1102,1109,1112,1121,1127,1128,1133,1133
B46|751,758,756,760,763,746,746,745,748,740,761,773,774,775,775,775,775,776
B47|517,517,517,520,518,488,479,476,477,488,500,509,509,508,508,508,507,507
B48|1135,1134,1139,1142,1145,1123,1124,1131,1134,1142,1148,1148,1153,1153,1153,1153,1153,1153
B49|806,803,781,777,772,772,761,781,791,790,789,788,787,787,786,785,785,784
B50|673,668,627,614,609,608,622,636,646,645,644,643,642,642,641,641,640,640
B51|1148,1147,1123,1122,1126,1127,1134,1138,1138,1141,1140,1140,1139,1139,1138,1138,1138,1137
